train_acc,train_loss,val_acc,val_loss
0.04027368421052632,4.2807574,0.06680000000000001,4.0520062
0.06915789473684213,3.9697802,0.0808,3.9420655
0.09680000000000001,3.7710495,0.0968,3.724257
0.1357684210526316,3.538199,0.1628,3.3992481
0.1823578947368421,3.2690372,0.18600000000000003,3.250301
0.22764210526315792,3.034407,0.234,2.9615846
0.26648421052631577,2.823526,0.2628,2.7596455
0.3051578947368421,2.6432407,0.28559999999999997,2.776214
0.33553684210526313,2.4933724,0.3268,2.5287333
0.3622526315789474,2.3769672,0.3435999999999999,2.4485679
0.3873894736842105,2.2664442,0.34279999999999994,2.3975687
0.4074105263157895,2.1753871,0.36920000000000003,2.3179357
0.425221052631579,2.0949144,0.392,2.2063317
0.44157894736842107,2.018747,0.3948,2.229539
0.4566315789473685,1.9578629,0.4192,2.135834
0.4710947368421053,1.8962358,0.4316,2.0721605
0.4810105263157895,1.8487589,0.4592,1.9484162
0.4920842105263158,1.8013014,0.4524,1.9582028
0.505957894736842,1.7616627,0.4808,1.8891186
0.5135578947368421,1.7187097,0.4592,1.9293599
0.5230947368421053,1.6767771,0.4648,1.927053
0.532042105263158,1.6473565,0.47039999999999993,1.9315077
0.5422526315789473,1.6079715,0.48279999999999995,1.850497
0.5470736842105264,1.5810034,0.504,1.8121486
0.5569052631578948,1.5467093,0.5036,1.7869343
0.5645684210526315,1.5181628,0.518,1.74099
0.5731157894736842,1.4872037,0.5124,1.7524911
0.5773052631578947,1.4668722,0.5147999999999999,1.7476132
0.5836631578947369,1.4421402,0.5108,1.70986
0.5925473684210527,1.4190607,0.5208,1.6926384
0.5970526315789473,1.3885561,0.5176000000000001,1.7123506
0.6027368421052631,1.3694437,0.49920000000000003,1.754931
0.6072842105263159,1.3472357,0.5372,1.670214
0.6130315789473685,1.3245292,0.534,1.6639245
0.6177263157894737,1.3069891,0.5376000000000001,1.630946
